,x,y,target
0,25.505615234375,43.10116195678711,0.0
1,-26.229394912719727,-18.32080841064453,1.0
2,1.6709989309310913,-26.563926696777344,2.0
3,21.16529083251953,-2.7545132637023926,3.0
4,-50.635292053222656,-12.758793830871582,4.0
5,27.129608154296875,5.41658878326416,5.0
6,-5.811356544494629,-47.75018310546875,6.0
7,-32.273990631103516,22.483278274536133,7.0
8,-2.9455056190490723,-14.505266189575195,8.0
9,25.133546829223633,17.711074829101562,9.0
10,29.02776336669922,41.168052673339844,0.0
11,-34.943241119384766,-8.510455131530762,1.0
12,27.110593795776367,-33.090240478515625,2.0
13,10.575052261352539,7.2075276374816895,3.0
14,-51.951297760009766,-5.2101240158081055,4.0
15,-8.018836975097656,38.92613983154297,5.0
16,2.5638537406921387,-46.95429992675781,6.0
17,-38.34210205078125,26.757535934448242,7.0
18,-12.057491302490234,-10.595306396484375,8.0
19,31.634737014770508,2.9909732341766357,9.0
20,33.16607666015625,48.287567138671875,0.0
21,-33.11454391479492,-8.055743217468262,1.0
22,32.92630386352539,-28.596221923828125,2.0
23,4.988565921783447,8.261634826660156,3.0
24,-49.13925552368164,-12.106222152709961,4.0
25,-8.67349910736084,31.30337142944336,5.0
26,-5.995792865753174,-49.134986877441406,6.0
27,-35.265228271484375,17.72425079345703,7.0
28,-11.300215721130371,-11.521578788757324,8.0
29,31.08894157409668,3.249635934829712,9.0
30,23.23956871032715,48.838165283203125,0.0
31,31.754478454589844,2.9797914028167725,9.0
32,0.10869257897138596,31.99574851989746,5.0
33,-6.617173194885254,38.767608642578125,5.0
34,-5.168272972106934,-44.75904083251953,6.0
35,-3.8444437980651855,37.82038497924805,5.0
36,26.239896774291992,47.406700134277344,0.0
37,24.34921646118164,-9.057096481323242,9.0
38,-10.829778671264648,-3.989302635192871,8.0
39,27.01285743713379,13.57304859161377,9.0
40,-2.4071221351623535,-11.346116065979004,8.0
41,-52.9393424987793,-6.669990539550781,4.0
42,-34.39426803588867,-9.846244812011719,1.0
43,-35.07711410522461,18.875795364379883,7.0
44,-30.905569076538086,25.61705780029297,7.0
45,10.326688766479492,1.3846893310546875,3.0
46,-3.2908055782318115,37.92512512207031,5.0
47,-31.464475631713867,-11.320034980773926,1.0
48,32.99129867553711,41.312477111816406,0.0
49,37.68419647216797,36.923194885253906,0.0
50,3.229292869567871,-26.810468673706055,2.0
51,0.45903533697128296,-26.89706802368164,2.0
52,-37.39691162109375,20.986482620239258,7.0
53,-14.098823547363281,-13.600808143615723,8.0
54,0.22535701096057892,-26.862335205078125,2.0
55,31.436626434326172,50.24848556518555,0.0
56,-33.03211212158203,-9.685660362243652,1.0
57,1.5049009323120117,-26.70799446105957,2.0
58,-4.931931018829346,-51.10075378417969,6.0
59,11.586485862731934,-0.08752778172492981,3.0
60,10.454690933227539,0.9309067130088806,3.0
61,-37.54130554199219,25.670625686645508,7.0
62,10.139385223388672,0.8149207830429077,3.0
63,8.944853782653809,4.776087284088135,3.0
64,-51.92882537841797,-8.682426452636719,4.0
65,-0.03563671186566353,-49.769901275634766,6.0
66,-4.668172359466553,-49.38314437866211,6.0
67,1.68980073928833,-60.84676742553711,6.0
68,-52.87249755859375,-1.8455100059509277,4.0
69,-22.73462677001953,22.982694625854492,9.0
70,-30.805740356445312,-11.01811408996582,1.0
71,-0.18273292481899261,32.08951950073242,5.0
72,34.345054626464844,46.64299392700195,0.0
73,28.27959442138672,5.259058952331543,9.0
74,3.9226233959198,15.749083518981934,5.0
75,0.4515281617641449,-27.13618278503418,2.0
76,-7.491946220397949,-9.049894332885742,8.0
77,-0.5626368522644043,-27.20215606689453,2.0
78,40.81786346435547,41.394649505615234,0.0
79,39.91350555419922,43.0749626159668,0.0
80,-33.334415435791016,-9.932608604431152,1.0
81,-33.913902282714844,26.548633575439453,7.0
82,-4.831577301025391,-49.05723190307617,6.0
83,8.104120254516602,4.911319732666016,3.0
84,35.78072738647461,-24.098583221435547,2.0
85,-31.436792373657227,-12.919747352600098,1.0
