,x,y,target
0,4.387552738189697,-35.687496185302734,1.0
1,31.75679588317871,1.7834582328796387,-1.0
2,-2.1962709426879883,-16.34226417541504,-1.0
3,-41.93003463745117,-1.949526309967041,-1.0
4,27.61057472229004,-17.242673873901367,-1.0
5,10.169854164123535,9.143274307250977,-1.0
6,-0.06322301179170609,1.4799811840057373,1.0
7,40.468360900878906,-1.7958718538284302,1.0
8,-6.778989315032959,36.45609664916992,-1.0
9,9.847434997558594,-38.4422492980957,-1.0
10,0.614482045173645,-12.247767448425293,1.0
11,-30.753284454345703,33.34817886352539,-1.0
12,-9.485758781433105,23.219247817993164,-1.0
13,-24.73111915588379,23.96249771118164,-1.0
14,-17.687192916870117,-15.66275691986084,-1.0
15,9.180638313293457,-34.545806884765625,1.0
16,-14.376328468322754,0.4595324993133545,-1.0
17,7.953832626342773,33.73640823364258,1.0
18,23.7921085357666,-8.612573623657227,1.0
19,24.734325408935547,-17.104595184326172,1.0
20,-11.223726272583008,-17.92542266845703,1.0
21,32.2869873046875,-12.931955337524414,1.0
22,-21.356298446655273,20.42817497253418,1.0
23,17.853317260742188,-33.98737335205078,1.0
24,-25.87327766418457,-24.47211456298828,-1.0
25,13.578344345092773,8.766399383544922,-1.0
26,-30.315038681030273,-10.141016006469727,1.0
27,-40.92583084106445,-7.3359904289245605,1.0
28,8.805471420288086,-30.365623474121094,1.0
29,-38.10715866088867,6.547890663146973,1.0
30,-19.8419132232666,7.623591423034668,1.0
31,-3.160062313079834,-9.212451934814453,1.0
32,14.2927885055542,21.612836837768555,-1.0
33,-31.596738815307617,0.46889784932136536,1.0
34,13.698673248291016,-15.804183006286621,1.0
35,15.85240650177002,-2.528996229171753,1.0
36,-3.115190267562866,1.320736289024353,1.0
37,10.052313804626465,-19.71381950378418,1.0
38,-9.196107864379883,30.188291549682617,1.0
39,34.972557067871094,-3.899977922439575,1.0
40,-10.623197555541992,0.7662662267684937,1.0
41,-21.26923370361328,-4.168079853057861,-1.0
42,-17.60759925842285,-9.519432067871094,-1.0
43,-2.9796433448791504,19.100540161132812,-1.0
44,-16.810535430908203,-16.213180541992188,1.0
45,33.631072998046875,2.1811540126800537,1.0
46,-13.15353012084961,2.636293649673462,1.0
