,x,y,target
0,64.54535675048828,-6.074381351470947,0.0
1,-27.718122482299805,1.8324756622314453,1.0
2,-4.465814590454102,20.02496337890625,2.0
3,22.442691802978516,-2.349484920501709,3.0
4,-55.849220275878906,6.477798938751221,4.0
5,24.026193618774414,-16.545028686523438,5.0
6,-16.71328353881836,-53.808414459228516,6.0
7,-17.79622459411621,53.66028594970703,7.0
8,1.3185514211654663,6.350048542022705,8.0
9,22.754262924194336,-15.550203323364258,9.0
10,62.35102844238281,-8.689143180847168,0.0
11,-34.0081672668457,-1.2194149494171143,1.0
12,24.563528060913086,33.127830505371094,2.0
13,22.6269474029541,5.372033596038818,3.0
14,-53.04219436645508,11.793115615844727,4.0
15,-12.069589614868164,-24.81708335876465,5.0
16,-14.822279930114746,-60.068695068359375,6.0
17,-20.62628936767578,42.380435943603516,7.0
18,-7.755317687988281,6.1455159187316895,8.0
19,26.967296600341797,-17.22511863708496,9.0
20,59.587364196777344,-16.39654541015625,0.0
21,-32.264705657958984,-3.1116394996643066,1.0
22,21.512882232666016,32.41835403442383,2.0
23,21.1265926361084,11.036060333251953,3.0
24,-52.91221618652344,5.785630226135254,4.0
25,-15.36740779876709,-23.36555290222168,5.0
26,-15.903675079345703,-52.885276794433594,6.0
27,-22.99649429321289,45.53652572631836,7.0
28,-3.9405226707458496,6.133114337921143,8.0
29,26.5169734954834,-17.140623092651367,9.0
30,59.59002685546875,-3.108583927154541,0.0
31,27.163427352905273,-17.329940795898438,9.0
32,-5.63932991027832,-25.12840461730957,5.0
33,-7.6300883293151855,-19.569406509399414,5.0
34,-15.870149612426758,-57.678741455078125,6.0
35,-7.597042083740234,-19.43739891052246,5.0
36,56.07625961303711,-14.724952697753906,0.0
37,10.306434631347656,-16.27632713317871,9.0
38,-10.9305419921875,3.7065250873565674,8.0
39,20.38237190246582,-22.42667007446289,9.0
40,-4.669071674346924,6.424396514892578,8.0
41,-52.999183654785156,12.481473922729492,4.0
42,-33.14063262939453,-0.5774456262588501,1.0
43,-22.09420394897461,44.951297760009766,7.0
44,-17.230070114135742,53.012393951416016,7.0
45,25.273170471191406,7.549656867980957,3.0
46,-8.338096618652344,-18.779117584228516,5.0
47,-30.485477447509766,-1.4862923622131348,1.0
48,65.47455596923828,-9.66417407989502,0.0
49,64.6509780883789,-15.030492782592773,0.0
50,-3.1439638137817383,20.61389923095703,2.0
51,-4.33712100982666,20.710229873657227,2.0
52,-21.132858276367188,44.843135833740234,7.0
53,-6.06773567199707,10.89723014831543,8.0
54,-4.628249645233154,20.4613037109375,2.0
55,59.179901123046875,-16.49765968322754,0.0
56,-32.24178695678711,-1.749788522720337,1.0
57,-4.593507766723633,20.19542694091797,2.0
58,-14.954965591430664,-53.02256774902344,6.0
59,20.61473274230957,7.628079414367676,3.0
60,24.633699417114258,7.807004928588867,3.0
61,-20.880939483642578,43.041927337646484,7.0
62,24.797292709350586,8.431859016418457,3.0
63,22.654863357543945,9.209197998046875,3.0
64,-56.218658447265625,10.18547248840332,4.0
65,-14.676274299621582,-61.947513580322266,6.0
66,-15.902295112609863,-54.21365737915039,6.0
67,-6.280946254730225,-68.36432647705078,6.0
68,-48.98221206665039,14.661520004272461,4.0
69,-14.879922866821289,28.25655174255371,9.0
70,-29.95012664794922,-1.5882763862609863,1.0
71,-5.948338031768799,-24.33487319946289,5.0
72,60.31182861328125,-17.295774459838867,0.0
73,24.694995880126953,-17.060749053955078,9.0
74,-6.15776252746582,-17.81224250793457,5.0
75,-4.99183464050293,20.601930618286133,2.0
76,-7.841190814971924,1.9191547632217407,8.0
77,-5.346327304840088,20.549882888793945,2.0
