,x,y,target
0,-22.594799041748047,-6.906137466430664,1.0
1,-20.485633850097656,-0.9636470079421997,-1.0
2,-3.5990114212036133,-1.270883321762085,-1.0
3,13.443973541259766,-10.297593116760254,-1.0
4,-0.8940379619598389,-17.374053955078125,-1.0
5,-25.218271255493164,4.611880779266357,-1.0
6,6.05941104888916,21.777109146118164,1.0
7,-13.538188934326172,-4.66098690032959,1.0
8,-15.817146301269531,-15.667293548583984,-1.0
9,0.7509617805480957,7.36864709854126,-1.0
10,4.804548740386963,-1.3418140411376953,1.0
11,-14.477547645568848,-8.096611022949219,-1.0
12,2.0367650985717773,-9.939955711364746,-1.0
13,-23.52529525756836,13.656904220581055,-1.0
14,0.6471782922744751,-21.65935516357422,-1.0
15,-8.083080291748047,25.42142105102539,1.0
16,-2.015841245651245,17.683483123779297,-1.0
17,24.477262496948242,8.87429141998291,1.0
18,11.039044380187988,7.588665962219238,1.0
19,6.995163440704346,-6.652773857116699,1.0
20,-19.734203338623047,4.847226142883301,1.0
21,-4.081855297088623,2.3599839210510254,1.0
22,-16.16133689880371,14.115635871887207,1.0
23,8.496588706970215,-7.37904167175293,1.0
24,-20.59642791748047,16.863479614257812,-1.0
25,-5.856481075286865,8.073297500610352,-1.0
26,4.390942096710205,-24.666526794433594,1.0
27,-8.049070358276367,8.246967315673828,1.0
28,17.075870513916016,3.261997699737549,1.0
29,-2.520559787750244,17.537212371826172,1.0
30,1.534186601638794,-0.4704255759716034,1.0
31,-9.690382957458496,20.963363647460938,1.0
32,12.46941089630127,-7.052318572998047,-1.0
33,-5.273686408996582,0.1309734582901001,1.0
34,-15.12560749053955,6.300294399261475,1.0
35,-2.5518300533294678,7.677954196929932,1.0
36,-19.401599884033203,4.676234722137451,1.0
37,-1.2474451065063477,-6.087449073791504,1.0
38,-6.6845269203186035,23.48937225341797,1.0
39,-9.674379348754883,-8.23275089263916,1.0
40,0.8380293846130371,-5.545092582702637,1.0
41,6.108011245727539,8.366809844970703,-1.0
42,-5.653450965881348,10.475037574768066,-1.0
43,-14.47988510131836,-18.378257751464844,-1.0
